Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable
995689,Ethan King,Apartment,Inner Suburb,1,1,3,4.65,71,No,7,53.0,4,5.0,Yes
992628,Hannah Jones,House,Inner Suburb,5,3,10,,14,No,3,,2,8.0,Yes
991193,Priya Nguyen,Studio,CBD,1,2,1,4.45,3,No,0,35.0,3,5.0,No
992105,Hannah Anderson,House,Regional,4,2,10,4.5,33,No,3,48.0,1,4.0,No
992156,Chloe Clark,Apartment,CBD,3,2,7,4.58,92,Yes,3,61.0,2,2.0,No
994996,Emily Martin,House,Outer Suburb,4,3,8,4.5,95,No,1,70.0,1,4.0,No
996583,Mai Jones,Apartment,Inner Suburb,1,1,4,4.0,32,Yes,0,42.0,2,5.0,No
990784,Ethan Young,Apartment,Inner Suburb,1,1,3,4.16,90,Yes,0,31.0,2,5.0,Yes
997379,Linh Singh,Studio,Inner Suburb,1,1,1,4.28,139,No,1,42.0,1,6.0,Yes
994226,Arjun Wang,Apartment,Outer Suburb,1,1,2,4.22,108,No,15,36.0,5,,Yes
991470,Lucas White,House,Inner Suburb,3,2,8,4.55,70,No,13,72.0,2,8.0,No
996630,Mei Anderson,Studio,CBD,1,1,4,4.65,43,No,0,37.0,3,5.0,Yes
995649,Sarah Clark,Apartment,Outer Suburb,3,2,8,4.33,5,No,2,88.0,1,7.0,No
994590,Samuel Jones,Villa,Regional,2,2,6,4.59,11,No,2,55.0,2,6.0,Yes
992643,Isla Smith,Apartment,Regional,1,2,4,4.17,29,No,10,59.0,3,6.0,No
995917,Michael Singh,Apartment,Outer Suburb,1,2,3,4.26,4,No,1,45.0,1,3.0,No
990364,Noah Brown,Villa,Inner Suburb,4,3,10,4.41,28,No,0,83.0,2,7.0,Yes
995754,Mei Harris,Apartment,Outer Suburb,2,2,6,4.23,43,No,2,74.0,4,5.0,Yes
993968,Mei Thomas,Studio,Inner Suburb,1,2,1,4.51,41,Yes,1,51.0,1,8.0,Yes
994315,Zoe Wilson,Apartment,Regional,2,1,4,4.16,57,Yes,10,51.0,2,4.0,Yes
996134,Mia Smith,Studio,Regional,1,2,3,4.03,2,No,1,53.0,2,4.0,Yes
997975,Samuel Le,House,Inner Suburb,4,2,8,4.07,18,No,5,92.0,1,8.0,No
992935,Mai Taylor,House,Regional,3,2,5,4.25,47,No,8,88.0,1,7.0,Yes
996262,Michael Thomas,Apartment,CBD,1,1,2,3.96,74,Yes,5,54.0,14,5.0,Yes
994889,Linh Patel,House,Outer Suburb,3,2,7,4.8,40,No,1,91.0,1,10.0,Yes
994067,Lily White,Villa,Outer Suburb,3,2,5,4.6,72,Yes,3,77.0,2,7.0,No
997427,Minh King,Apartment,Regional,1,2,2,4.46,90,Yes,2,66.0,1,8.0,No
997286,Hannah Wang,Apartment,Inner Suburb,1,2,1,4.67,33,No,2,59.0,3,6.0,No
995971,Wei Brown,Studio,Inner Suburb,1,1,3,4.55,129,Yes,15,37.0,1,5.0,Yes
993837,Lucas Chen,Apartment,Regional,2,2,4,4.67,19,No,2,79.0,2,6.0,Yes
995020,Grace Martin,Apartment,Inner Suburb,2,2,6,4.5,109,Yes,15,59.0,2,3.0,No
997989,Grace Tran,Apartment,Inner Suburb,2,2,4,4.93,71,No,0,60.0,1,6.0,Yes
997063,Olivia Anderson,Apartment,Inner Suburb,2,2,6,4.89,73,No,1,36.0,2,3.0,No
996345,Mei Wilson,Apartment,Inner Suburb,1,1,1,4.83,27,No,6,26.0,1,5.0,Yes
990162,Ava Lee,House,CBD,3,3,5,4.24,29,No,6,86.0,4,6.0,No
990170,Jack Young,Townhouse,Outer Suburb,2,2,4,4.87,118,Yes,9,55.0,10,7.0,Yes
992543,Chloe Patel,Townhouse,CBD,2,1,4,4.58,42,Yes,11,52.0,1,5.0,Yes
991507,David Patel,Apartment,Regional,1,1,3,4.06,27,No,0,46.0,1,6.0,No
995847,Liam Clark,Apartment,Inner Suburb,1,2,1,,16,No,1,54.0,4,5.0,No
992888,Jack Wang,Studio,Regional,1,1,2,4.52,23,No,8,32.0,2,5.0,No
992729,Samuel Wang,Studio,Inner Suburb,1,2,4,4.06,31,No,6,47.0,1,4.0,Yes
997196,Ava Wilson,Townhouse,CBD,3,3,5,4.73,112,Yes,1,83.0,5,6.0,No
992076,Henry Singh,Apartment,Inner Suburb,1,1,2,4.49,190,Yes,2,49.0,1,7.0,Yes
991254,Oliver Wilson,Studio,Regional,1,2,1,3.98,109,No,5,50.0,3,5.0,No
992208,Minh Scott,Apartment,CBD,3,2,7,4.36,80,No,1,60.0,1,6.0,No
994159,Wei Wang,House,Inner Suburb,3,2,6,4.47,56,No,0,68.0,1,4.0,No
995402,Samuel Anderson,Apartment,CBD,3,2,5,4.41,43,No,3,67.0,5,3.0,Yes
996909,Ben Lee,House,Regional,4,3,9,4.43,37,Yes,0,74.0,1,5.0,Yes
990344,Thomas Jones,Apartment,Regional,1,1,2,4.37,10,No,2,53.0,1,5.0,Yes
994941,Isla Scott,Apartment,Inner Suburb,2,2,4,4.47,225,Yes,12,64.0,1,5.0,Yes
991636,William Le,Apartment,CBD,1,1,3,4.41,15,No,4,45.0,5,5.0,No
990977,Samuel Ali,House,CBD,2,2,4,4.69,17,No,3,56.0,5,3.0,Yes
994930,Ava Nguyen,Townhouse,Outer Suburb,3,3,7,4.74,119,No,15,86.0,2,8.0,Yes
993027,Ben Clark,House,Outer Suburb,2,2,5,4.44,17,No,3,47.0,2,5.0,No
992736,Arjun Le,Studio,Outer Suburb,1,2,4,3.66,98,No,12,57.0,1,5.0,Yes
991984,Liam Harris,Studio,CBD,1,1,4,,65,Yes,11,,3,7.0,Yes
990576,An Wang,Apartment,CBD,1,1,2,4.1,19,Yes,2,52.0,1,4.0,Yes
990023,Daniel Scott,Apartment,Inner Suburb,1,2,2,4.55,36,Yes,5,55.0,3,6.0,No
991751,Amelia Chen,Villa,CBD,3,3,8,,62,Yes,5,,1,6.0,Yes
995276,Samuel Le,Villa,Outer Suburb,5,2,10,4.8,62,No,12,87.0,1,8.0,No
993576,Olivia Lee,Apartment,CBD,1,1,2,4.33,20,No,3,70.0,1,8.0,No
997536,Chloe Lee,House,Inner Suburb,3,3,7,4.4,28,No,2,88.0,4,6.0,No
990819,Michael Jones,Apartment,Outer Suburb,2,2,4,4.54,40,No,3,68.0,2,7.0,No
993341,Sophie Tran,Apartment,Inner Suburb,2,2,5,4.4,156,Yes,3,70.0,1,4.0,Yes
995537,Chloe Wilson,Apartment,Outer Suburb,1,1,2,4.53,30,No,2,46.0,1,5.0,Yes
996723,Anna Ali,House,Outer Suburb,4,3,8,4.56,36,No,3,90.0,2,6.0,No
991270,Aisha Jones,Townhouse,Inner Suburb,2,2,5,5.0,37,No,2,54.0,1,7.0,Yes
991174,Amelia Walker,Apartment,Regional,3,2,6,4.44,89,No,15,67.0,3,7.0,Yes
995916,Samuel Jones,House,Inner Suburb,5,3,10,4.13,44,Yes,3,108.0,2,10.0,Yes
992722,Sophie Jones,Apartment,Regional,1,1,3,4.57,119,Yes,2,43.0,1,3.0,Yes
995489,Jack Khan,Studio,CBD,1,1,2,4.2,13,No,4,38.0,3,6.0,Yes
990676,Minh Wilson,Townhouse,Outer Suburb,3,3,8,4.28,25,No,6,78.0,2,7.0,Yes
993912,Olivia Young,Studio,Outer Suburb,1,1,1,,54,No,10,39.0,1,3.0,Yes
993586,Arjun White,Apartment,Outer Suburb,2,2,4,4.91,32,Yes,1,50.0,1,5.0,No
992691,Sophie Young,Apartment,Outer Suburb,1,1,1,4.43,12,No,1,63.0,2,8.0,No
995698,Hannah Wang,House,Outer Suburb,2,2,6,4.32,9,No,1,54.0,1,4.0,Yes
992572,Minh Taylor,House,Outer Suburb,5,2,10,4.48,58,Yes,3,104.0,14,10.0,Yes
990328,Mei Martin,Villa,Inner Suburb,5,3,9,4.68,20,No,0,115.0,7,9.0,Yes
994206,Sophie Thomas,House,CBD,3,3,5,4.26,46,No,8,87.0,2,4.0,Yes
993636,Mia Young,Apartment,Inner Suburb,2,2,4,4.66,52,No,8,52.0,2,4.0,Yes
993740,Liam Wilson,Apartment,Outer Suburb,2,1,5,4.43,18,No,7,60.0,3,5.0,Yes
990012,James Jones,Apartment,Outer Suburb,2,3,4,4.76,30,No,8,65.0,1,6.0,No
997298,Olivia Clark,Apartment,Regional,3,2,6,4.57,56,No,4,78.0,2,7.0,No
993423,Minh White,Townhouse,Outer Suburb,4,3,8,4.57,25,Yes,5,103.0,1,6.0,Yes
995904,Omar Anderson,Apartment,Regional,1,1,4,4.32,54,No,3,44.0,3,5.0,Yes
996364,Noah Wang,House,Outer Suburb,3,2,5,,34,Yes,11,,5,4.0,Yes
990247,Henry Brown,Studio,CBD,1,2,2,4.46,32,Yes,2,52.0,7,5.0,Yes
996877,Sophie Harris,Apartment,CBD,1,1,3,,73,Yes,10,,5,5.0,Yes
993399,Omar Patel,House,Inner Suburb,3,2,6,4.72,47,Yes,1,65.0,7,5.0,Yes
993049,Henry Anderson,Townhouse,Outer Suburb,3,3,6,4.39,21,Yes,1,79.0,1,5.0,Yes
996043,Mei Wang,Apartment,Outer Suburb,1,2,2,3.96,18,No,4,48.0,2,5.0,No
996330,Mai Le,House,Outer Suburb,3,2,8,4.52,61,No,4,90.0,1,7.0,Yes
995607,William Nguyen,Townhouse,Regional,4,2,10,4.4,37,Yes,2,86.0,1,5.0,No
991935,Ethan Smith,House,Outer Suburb,3,3,6,4.49,40,Yes,5,91.0,2,8.0,No
995242,Linh Smith,Apartment,Inner Suburb,1,1,2,4.64,26,No,8,65.0,1,7.0,Yes
996467,Arjun Taylor,Apartment,Outer Suburb,1,1,4,4.52,50,Yes,0,54.0,2,6.0,Yes
997625,Priya Tran,Apartment,Inner Suburb,1,2,2,4.49,85,No,4,53.0,2,3.0,Yes
996939,Chloe King,Studio,Outer Suburb,1,2,4,4.44,38,Yes,0,59.0,1,7.0,Yes
995406,Anna Wilson,Studio,Outer Suburb,1,2,1,4.48,80,Yes,6,58.0,1,6.0,No
993829,Oliver Khan,Apartment,Regional,2,2,3,4.33,129,No,2,62.0,1,7.0,No
996628,Jack King,Apartment,Inner Suburb,1,1,2,4.49,20,No,0,40.0,1,6.0,Yes
994319,David Clark,House,Regional,2,2,4,4.45,20,No,4,74.0,7,4.0,No
996619,Grace White,Apartment,Regional,2,2,3,4.22,48,Yes,3,56.0,1,4.0,Yes
994106,Hannah Brown,Apartment,Regional,1,1,1,4.53,58,No,6,31.0,1,3.0,Yes
995315,Liam Khan,Apartment,Regional,1,1,2,4.55,7,No,2,59.0,1,7.0,No
990289,Oliver Ali,Apartment,Inner Suburb,2,2,4,4.37,34,No,8,63.0,1,2.0,No
995723,Aisha Harris,Apartment,Outer Suburb,1,1,1,4.44,46,No,11,55.0,1,7.0,Yes
994596,Anna Walker,Studio,CBD,1,2,1,4.22,19,No,5,59.0,2,6.0,No
997743,Omar Anderson,Townhouse,CBD,3,2,7,4.53,62,No,4,71.0,2,6.0,No
994801,Priya Wang,Apartment,Outer Suburb,2,2,4,4.71,83,Yes,2,58.0,2,6.0,Yes
997699,Grace Tran,Apartment,Outer Suburb,1,1,3,4.31,72,No,2,58.0,7,6.0,No
994625,Sophie Le,Studio,Outer Suburb,1,1,2,4.21,90,No,3,37.0,3,3.0,Yes
993845,Thomas Khan,Apartment,Inner Suburb,1,1,1,4.26,86,Yes,8,50.0,1,4.0,Yes
997650,Ben Thomas,Apartment,Regional,1,1,3,4.34,27,No,1,30.0,10,4.0,Yes
995174,Mia Brown,Apartment,Outer Suburb,1,1,1,4.36,102,Yes,0,44.0,2,3.0,No
997617,Sophie Harris,Apartment,Regional,2,1,4,4.73,33,Yes,6,60.0,3,4.0,No
997229,Mei Singh,Studio,Regional,1,1,2,4.65,51,Yes,8,53.0,1,5.0,No
990327,Olivia Thomas,Apartment,CBD,1,1,4,4.66,48,No,7,40.0,3,8.0,Yes
994551,Zoe Young,House,Inner Suburb,3,3,8,4.43,27,Yes,0,69.0,1,6.0,Yes
990255,Henry Smith,Studio,Inner Suburb,1,1,3,4.74,79,Yes,1,64.0,2,7.0,Yes
997910,William Thomas,Apartment,Inner Suburb,2,2,4,4.93,42,No,2,55.0,4,7.0,No
996513,Emma Chen,Apartment,Inner Suburb,1,2,1,4.08,33,No,6,30.0,2,3.0,Yes
991532,Aisha Singh,Townhouse,Regional,4,2,8,4.44,128,Yes,0,93.0,2,8.0,Yes
994656,Chloe Jones,Apartment,Inner Suburb,1,1,1,4.55,60,No,0,46.0,5,7.0,No
993728,Hannah Singh,House,Inner Suburb,3,2,6,4.93,26,Yes,3,67.0,1,6.0,No
993237,Wei Singh,Apartment,Inner Suburb,1,2,2,4.37,37,No,5,51.0,7,4.0,No
997097,James Scott,Apartment,Inner Suburb,2,2,4,4.55,3,No,1,53.0,1,7.0,Yes
993342,Anna Harris,Studio,Inner Suburb,1,2,2,4.28,52,Yes,2,60.0,1,5.0,No
992326,Omar Harris,House,CBD,4,2,8,4.84,38,Yes,7,92.0,5,7.0,No
995631,An Lee,Villa,Outer Suburb,4,2,8,4.31,21,Yes,2,94.0,2,8.0,No
990263,Lucas White,House,CBD,4,3,8,4.44,14,No,4,90.0,1,7.0,No
991722,David Khan,Apartment,Outer Suburb,2,2,4,4.28,25,No,0,65.0,1,6.0,Yes
992377,Arjun Clark,House,Outer Suburb,3,2,6,4.55,22,No,2,69.0,3,7.0,Yes
997528,Lucas Le,Apartment,Regional,2,2,5,4.44,20,No,2,78.0,1,8.0,Yes
992102,Olivia Brown,House,CBD,2,2,5,4.57,11,No,3,55.0,1,6.0,Yes
991234,William Ali,Townhouse,Inner Suburb,3,2,6,4.25,60,No,7,70.0,3,6.0,Yes
994236,Chloe King,House,Outer Suburb,3,3,6,4.49,67,Yes,0,93.0,1,7.0,Yes
991224,Grace Clark,House,Outer Suburb,5,3,10,4.44,64,No,15,92.0,2,7.0,No
992717,Lucas Jones,Apartment,CBD,1,2,2,4.26,20,Yes,2,52.0,1,7.0,No
991339,Mia Chen,Apartment,Inner Suburb,1,1,4,4.67,62,No,5,59.0,1,6.0,No
994332,Zoe Anderson,Townhouse,CBD,3,2,7,4.88,20,No,1,75.0,2,5.0,Yes
996082,Lucas Nguyen,House,CBD,5,3,10,4.9,206,Yes,8,91.0,1,7.0,Yes
994674,Wei Harris,Villa,Regional,5,3,10,4.76,70,Yes,6,101.0,3,8.0,No
996216,Mia Singh,Apartment,Inner Suburb,1,1,4,4.49,52,No,9,40.0,5,4.0,Yes
991267,Ethan Le,Apartment,CBD,1,1,2,4.22,260,Yes,1,53.0,7,3.0,Yes
993947,David Tran,Apartment,Inner Suburb,1,1,2,4.44,40,Yes,3,34.0,1,6.0,Yes
991055,David Tran,Apartment,CBD,1,1,4,4.31,145,No,10,53.0,1,4.0,Yes
996278,Mei Walker,Apartment,Inner Suburb,2,1,5,4.74,26,Yes,2,69.0,3,6.0,Yes
992579,Oliver Clark,Townhouse,CBD,3,2,8,4.87,79,No,5,96.0,3,8.0,Yes
997527,Olivia Taylor,House,CBD,4,3,8,4.07,20,No,5,63.0,1,4.0,No
992109,An Taylor,Townhouse,CBD,3,3,8,4.5,49,Yes,7,68.0,1,8.0,Yes
993013,Noah King,Studio,Inner Suburb,1,1,3,4.65,108,Yes,15,43.0,1,5.0,Yes
993168,Sarah Khan,Apartment,CBD,1,2,2,4.05,63,No,7,45.0,2,3.0,No
994670,Mei Patel,Apartment,Inner Suburb,3,3,7,4.66,77,No,1,73.0,2,5.0,No
991696,Ben Thomas,House,Regional,3,3,8,4.51,65,Yes,10,85.0,14,8.0,No
993280,Emily Martin,Townhouse,Outer Suburb,4,3,10,4.54,54,No,4,90.0,1,7.0,Yes
994729,Jack Nguyen,Villa,Inner Suburb,4,3,9,4.55,31,No,8,86.0,3,9.0,Yes
993878,Aisha Jones,Townhouse,Inner Suburb,4,3,10,4.06,6,No,2,76.0,2,6.0,No
994685,Ethan Le,Studio,Regional,1,2,1,4.65,82,No,6,46.0,2,4.0,No
996548,Wei Patel,House,Outer Suburb,4,2,7,4.65,53,No,4,85.0,1,6.0,No
994429,Liam Tran,House,Inner Suburb,3,3,7,4.54,63,Yes,3,87.0,2,8.0,Yes
995477,Sarah Anderson,Apartment,Outer Suburb,1,2,3,4.08,72,No,0,55.0,2,3.0,No
992399,Samuel Clark,House,Outer Suburb,4,2,8,4.22,124,No,5,71.0,1,4.0,No
994209,Amelia Young,House,Regional,5,4,10,4.21,70,No,1,94.0,1,6.0,Yes
990554,Sarah Khan,House,CBD,2,2,6,4.85,19,Yes,1,54.0,1,7.0,Yes
993039,Jack Anderson,House,Inner Suburb,2,2,4,4.3,36,No,1,68.0,1,6.0,Yes
995018,An King,House,Inner Suburb,4,3,8,4.45,16,No,9,86.0,7,6.0,Yes
991962,Mei Le,Studio,Regional,1,1,2,4.45,102,Yes,3,52.0,2,7.0,No
990710,Chloe Lee,House,Inner Suburb,4,2,10,4.08,10,No,0,70.0,1,5.0,Yes
996800,Hannah Wilson,Townhouse,Outer Suburb,3,3,8,4.01,58,Yes,12,85.0,3,7.0,Yes
995009,Sophie Wilson,Apartment,Regional,2,2,4,4.1,61,No,1,69.0,10,7.0,No
991987,James Singh,Apartment,Outer Suburb,3,2,8,4.81,54,No,10,95.0,3,8.0,Yes
997706,Olivia Young,Apartment,Outer Suburb,3,3,8,4.28,49,Yes,2,90.0,1,6.0,Yes
994632,David Brown,Villa,Inner Suburb,4,3,10,3.96,19,No,3,83.0,2,8.0,Yes
991168,Michael Smith,House,Inner Suburb,3,3,6,4.7,84,No,8,75.0,2,8.0,Yes
993086,Olivia Patel,House,Outer Suburb,3,2,7,4.07,35,No,1,68.0,2,5.0,Yes
992678,Henry Brown,Villa,Outer Suburb,5,3,10,4.37,129,No,2,97.0,2,5.0,Yes
996341,Hannah Tran,House,Inner Suburb,3,3,6,4.38,96,Yes,15,78.0,1,7.0,Yes
990545,Jack Thomas,Apartment,Inner Suburb,1,1,2,4.41,69,Yes,1,49.0,7,6.0,No
994864,Thomas Nguyen,Studio,Regional,1,1,3,4.75,94,No,10,39.0,3,4.0,Yes
997848,Amelia Wilson,Studio,Inner Suburb,1,2,2,4.23,130,Yes,1,64.0,1,6.0,No
994961,Ethan Harris,House,Inner Suburb,4,2,8,4.04,87,No,5,95.0,1,7.0,Yes
997670,David Brown,Studio,Outer Suburb,1,1,4,4.52,25,No,1,46.0,1,7.0,No
992241,Zoe Brown,House,CBD,3,3,6,4.58,12,No,1,83.0,2,9.0,Yes
997166,Ethan Smith,House,Outer Suburb,4,3,7,4.57,8,No,1,96.0,2,,Yes
996111,Chloe Singh,Studio,Inner Suburb,1,2,2,3.88,65,No,9,37.0,3,5.0,No
995733,Anna Ali,Apartment,Outer Suburb,2,2,6,4.7,20,No,5,60.0,3,7.0,Yes
994658,Ben King,Apartment,Inner Suburb,1,1,3,4.4,113,No,2,49.0,3,6.0,No
991088,Aisha Le,Apartment,Outer Suburb,2,1,3,4.87,89,Yes,12,79.0,3,8.0,Yes
996225,Henry Lee,Villa,Outer Suburb,2,2,6,4.46,20,No,0,61.0,2,2.0,No
990645,Anna Brown,Studio,Inner Suburb,1,2,2,,17,No,1,,1,3.0,No
993537,Mia Brown,House,Outer Suburb,4,2,8,4.23,16,No,1,69.0,3,,Yes
997937,Aisha Le,Apartment,Outer Suburb,1,2,3,4.44,68,No,6,62.0,3,8.0,No
996487,Oliver King,House,Inner Suburb,2,1,5,4.52,23,No,4,63.0,4,6.0,Yes
996791,Amelia Taylor,Apartment,Outer Suburb,2,1,6,4.55,38,No,1,73.0,1,10.0,Yes
995719,Emma Wang,Apartment,Inner Suburb,2,2,4,4.31,51,Yes,9,75.0,3,7.0,No
993130,Anna Scott,Studio,Inner Suburb,1,1,2,4.52,84,Yes,1,36.0,3,6.0,No
993930,Amelia Anderson,Studio,Outer Suburb,1,2,2,4.47,61,Yes,12,53.0,3,8.0,Yes
995936,Chloe Anderson,House,Outer Suburb,4,2,8,4.55,9,No,2,68.0,1,8.0,Yes
994905,Omar Patel,Townhouse,Regional,4,2,8,4.21,29,No,0,84.0,2,6.0,No
996674,David Thomas,Apartment,Inner Suburb,2,1,4,4.16,60,No,11,63.0,2,6.0,No
997142,Olivia Brown,Studio,Inner Suburb,1,1,1,4.73,33,No,3,52.0,3,7.0,Yes
990737,Oliver Walker,Apartment,Inner Suburb,1,2,4,4.7,58,No,1,57.0,5,6.0,No
992507,Ethan Patel,Studio,CBD,1,1,2,4.88,64,No,2,50.0,2,6.0,Yes
994614,Anna Smith,House,Inner Suburb,3,2,6,4.54,0,No,0,74.0,3,,Yes
995117,Hannah Wang,Studio,CBD,1,2,2,5.0,76,Yes,9,55.0,2,6.0,Yes
996433,Sarah Smith,Townhouse,Inner Suburb,3,2,6,4.46,151,No,3,71.0,3,5.0,No
991845,Ava Anderson,House,Outer Suburb,5,3,10,4.74,103,Yes,2,91.0,1,9.0,No
992178,Mai Walker,Townhouse,Outer Suburb,2,2,3,4.53,29,Yes,3,71.0,7,6.0,Yes
990703,Oliver King,House,Regional,3,2,5,4.66,30,No,4,85.0,2,9.0,Yes
994859,An Nguyen,House,Inner Suburb,5,3,10,4.43,81,No,9,105.0,3,10.0,No
995140,James Smith,House,CBD,3,2,7,4.58,9,No,0,83.0,1,7.0,No
990599,Aisha Scott,Townhouse,Inner Suburb,2,2,5,4.84,32,Yes,2,56.0,1,8.0,Yes
994914,Sarah Young,Townhouse,Outer Suburb,4,3,7,4.73,6,No,1,77.0,2,10.0,Yes
997304,Noah Chen,Studio,Inner Suburb,1,1,3,4.88,143,Yes,0,33.0,1,5.0,No
990361,Mia Lee,House,Inner Suburb,4,2,8,4.39,101,Yes,5,88.0,1,5.0,Yes
993396,Amelia Ali,Townhouse,Regional,2,3,6,4.49,42,No,4,76.0,1,6.0,Yes
993064,An Harris,Studio,CBD,1,2,2,4.14,21,No,0,54.0,1,5.0,No
997227,Chloe Lee,Studio,Outer Suburb,1,1,3,4.52,88,Yes,4,53.0,2,9.0,No
990107,Isla Nguyen,Villa,Regional,3,2,7,4.26,36,No,8,75.0,3,5.0,Yes
991642,Lily Clark,Apartment,CBD,1,2,1,4.39,52,Yes,5,50.0,2,7.0,No
991973,Sophie Lee,House,Inner Suburb,3,1,5,4.78,52,Yes,6,74.0,2,7.0,No
995542,Chloe Smith,House,Outer Suburb,3,2,6,4.76,25,Yes,2,84.0,1,6.0,No
997994,Wei Taylor,Apartment,Outer Suburb,3,2,8,4.42,145,No,15,73.0,3,9.0,No
991303,Lucas Harris,Studio,Inner Suburb,1,1,2,4.52,121,No,5,46.0,2,7.0,No
994983,Lily Harris,Apartment,Inner Suburb,2,2,4,3.99,47,No,4,61.0,1,5.0,No
993404,Henry Chen,House,Inner Suburb,3,2,6,4.7,29,Yes,4,74.0,4,6.0,No
997058,Lily Le,House,CBD,3,3,8,4.42,105,Yes,3,89.0,4,6.0,Yes
996469,David Taylor,House,CBD,3,3,6,4.42,57,No,1,81.0,1,5.0,No
996027,Mei Brown,Apartment,Outer Suburb,1,2,2,4.32,59,Yes,6,43.0,1,4.0,Yes
996844,Ethan Taylor,House,Regional,3,2,8,4.64,25,No,5,56.0,1,6.0,Yes
996654,Henry King,House,Inner Suburb,4,3,10,4.82,152,Yes,1,78.0,3,7.0,Yes
992915,Jack Clark,Townhouse,Inner Suburb,3,2,6,4.57,40,No,9,75.0,2,6.0,Yes
996437,Amelia Young,House,Regional,5,3,10,4.64,74,Yes,0,84.0,2,5.0,Yes
996313,James Brown,Apartment,Regional,1,1,2,4.75,23,No,1,42.0,1,3.0,Yes
995043,Hannah Brown,Townhouse,Outer Suburb,3,2,6,4.51,30,No,4,59.0,1,5.0,Yes
992317,Emily Wilson,House,CBD,4,3,7,4.28,93,Y,10,78.0,2,6.0,No
990375,Sarah Le,House,Outer Suburb,4,3,8,4.55,36,Yes,5,92.0,3,7.0,No
996456,Mai Clark,Apartment,CBD,3,2,7,3.91,19,No,2,65.0,1,5.0,Yes
994606,Ethan Patel,House,Outer Suburb,2,2,4,4.35,40,No,7,70.0,5,4.0,Yes
996679,Noah Brown,Townhouse,CBD,2,3,5,4.65,9,No,0,74.0,2,6.0,Yes
996317,Aisha Scott,Apartment,CBD,1,1,1,4.6,44,Yes,3,34.0,4,6.0,No
993762,Aisha Martin,Townhouse,Regional,2,1,4,4.23,62,No,0,73.0,7,8.0,Yes
991977,William Lee,House,CBD,4,3,8,4.47,118,Yes,14,80.0,3,7.0,Yes
992918,Thomas Anderson,Studio,Inner Suburb,1,2,4,4.28,18,No,4,36.0,1,3.0,Yes
990497,Mai Smith,Studio,CBD,1,1,4,4.47,7,No,0,49.0,3,5.0,No
991328,Grace Tran,Apartment,Outer Suburb,2,1,5,4.99,63,Yes,4,49.0,1,6.0,Yes
990547,James Harris,Villa,Inner Suburb,4,3,8,4.68,12,No,3,81.0,1,5.0,No
996182,Anna Jones,Apartment,Inner Suburb,2,2,4,4.37,23,No,7,78.0,1,7.0,No
994849,Oliver Clark,House,Outer Suburb,4,3,9,4.98,51,Yes,0,77.0,2,7.0,Yes
993500,Ben Jones,Apartment,Outer Suburb,1,1,2,3.84,20,No,5,48.0,3,3.0,Yes
996919,Isla Patel,Town House,Outer Suburb,2,1,4,4.32,167,No,15,58.0,1,4.0,No
991135,Chloe Scott,House,Inner Suburb,2,2,6,4.31,30,No,1,55.0,3,5.0,Yes
997385,Omar Smith,House,Inner Suburb,4,2,9,4.41,93,Yes,5,83.0,1,5.0,Yes
995823,Isla Chen,Apartment,Regional,1,2,1,4.87,46,Yes,0,69.0,1,9.0,Yes
997827,Amelia Martin,House,CBD,5,4,10,4.31,19,No,3,106.0,1,8.0,No
992009,Linh Jones,Apartment,Outer Suburb,1,1,4,4.72,109,No,0,34.0,2,5.0,Yes
993327,Olivia Martin,Villa,Regional,4,3,8,4.35,59,No,2,90.0,7,9.0,Yes
995168,Priya Tran,Studio,Inner Suburb,1,2,1,4.34,81,No,7,49.0,1,5.0,Yes
993291,David Lee,Apartment,Inner Suburb,1,2,3,4.35,114,No,1,33.0,1,5.0,Yes
993534,Hannah Lee,Townhouse,Inner Suburb,3,2,7,4.74,5,No,0,77.0,2,6.0,No
996272,Lucas Ali,Villa,Outer Suburb,4,2,7,4.24,50,No,12,80.0,1,7.0,Yes
994020,Grace Anderson,Studio,Regional,1,1,4,4.08,31,Yes,2,37.0,5,1.0,Yes
997275,Mai Khan,Villa,Outer Suburb,3,1,8,4.38,44,No,2,56.0,3,6.0,Yes
992311,Sarah Tran,Studio,Inner Suburb,1,2,2,4.22,69,No,9,57.0,1,5.0,Yes
990707,Priya Wang,Villa,Regional,4,3,8,4.95,35,Yes,1,81.0,1,10.0,No
993544,Oliver Singh,Studio,CBD,1,1,3,4.54,16,No,0,45.0,3,6.0,Yes
991649,David Anderson,Apartment,Inner Suburb,2,2,4,4.48,25,No,1,69.0,1,9.0,Yes
996151,Ethan Brown,House,Inner Suburb,4,3,8,4.32,8,No,0,69.0,1,6.0,No
997510,David Thomas,Townhouse,CBD,3,2,8,4.68,110,Yes,7,61.0,3,7.0,Yes
996392,Mai Thomas,Apartment,Outer Suburb,2,2,4,4.51,26,No,1,59.0,7,5.0,Yes
997590,Emma Jones,Villa,Outer Suburb,4,2,7,4.73,69,Yes,1,75.0,1,5.0,Yes
997025,Henry Brown,House,CBD,2,2,4,4.39,72,No,9,43.0,2,5.0,Yes
990042,Jack Martin,Studio,Regional,1,1,2,4.23,7,No,2,37.0,4,4.0,Yes
